"","CODE","POSTCODE","NUMBER_OF_PATIENTS"
"2426","Y02325","M9 7ED",4941
"2427","Y02520","M40 9NB",5423
"2428","Y02849","M1 1PL",13349
"2429","Y02890","M14 6FS",5305
"2430","Y02960","M12 4JE",6385
"2431","K82001","HP7 0HG",10055
"2432","K82004","HP6 5AY",13768
"2433","K82006","SL0 9NU",9058
"2434","K82007","MK18 1NU",30518
"2435","K82008","SL9 9SA",9996
"2436","K82010","HP12 3AF",10609
"2437","K82011","HP9 2JH",8109
"2438","K82012","HP15 7UW",6874
"2439","K82014","HP20 1LJ",5596
"2440","K82017","HP11 2SD",12848
"2441","K82018","HP19 9EX",16193
"2442","K82019","HP21 8TR",15235
"2443","K82020","HP13 5DN",6543
"2444","K82021","HP27 0AX",14853
"2445","K82022","HP13 7UN",10301
"2446","K82023","SL7 1DN",27533
"2447","K82024","HP5 3EZ",10819
"2448","K82028","HP17 8JX",9006
"2449","K82029","HP10 9XA",10863
"2450","K82030","HP11 2TT",10453
"2451","K82031","SL2 4AZ",6198
"2452","K82033","SL1 7DE",20390
"2453","K82035","HP16 9EU",3713
"2454","K82036","HP11 2RZ",9961
"2455","K82037","HP5 1ET",12738
"2456","K82038","HP20 1XB",21719
"2457","K82040","HP19 8EN",14461
"2458","K82044","HP13 6SL",10554
"2459","K82045","SL2 3ER",6770
"2460","K82046","HP9 1PS",18097
"2461","K82047","HP27 9AX",22270
"2462","K82048","HP14 3SX",6874
"2463","K82049","HP14 4LG",12483
"2464","K82051","SL9 9RR",11895
"2465","K82053","HP13 6SH",12720
"2466","K82055","UB9 5GA",10616
"2467","K82058","HP5 3EZ",5773
"2468","K82061","LU7 0NE",4160
"2469","K82066","HP10 0EE",14010
"2470","K82068","HP18 0LY",5234
"2471","K82070","LU7 0NE",19661
"2472","K82073","HP22 6LD",30871
"2473","K82078","SL9 9SA",9213
"2474","K82079","LU6 2HT",8390
"2475","K82603","HP12 3PP",9533
"2476","K82618","HP16 0BG",3612
"2477","K82621","HP7 9NU",5390
"2478","Y01964","HP19 9AP",10283
"2479","J82054","RG17 9UX",9220
"2480","K81002","RG14 7LW",14179
"2481","K81003","RG7 1QY",15044
"2482","K81004","RG30 6BW",14675
"2483","K81007","RG1 4SJ",5604
"2484","K81012","RG8 7DP",11946
"2485","K81014","RG4 7SS",20721
"2486","K81017","RG14 7DF",13791
"2487","K81022","RG40 1XS",24003
"2488","K81025","RG40 3RG",17251
"2489","K81026","RG1 7JE",7261
"2490","K81027","RG7 3SQ",11029
"2491","K81040","RG2 0AR",20282
"2492","K81041","RG4 8RA",11903
"2493","K81045","RG6 1JS",16577
"2494","K81047","RG6 7HG",27658
"2495","K81048","RG2 7SZ",7240
"2496","K81050","RG20 8UY",11144
"2497","K81051","RG5 4JA",13304
"2498","K81052","RG17 8PS",6483
"2499","K81055","RG10 8BP",7507
"2500","K81056","RG31 5PR",4632
"2501","K81057","RG17 0HY",7361
"2502","K81062","RG30 1AT",27610
"2503","K81063","RG14 1JU",21889
"2504","K81069","RG5 4UX",14626
"2505","K81070","RG10 9JA",12589
"2506","K81073","RG18 3HD",18744
"2507","K81077","RG7 5AS",10863
"2508","K81078","RG30 1HG",13777
"2509","K81080","RG45 6JL",8415
"2510","K81081","RG1 7XD",2339
"2511","K81092","RG41 3DR",14249
"2512","K81100","RG1 5PG",5949
"2513","K81102","RG19 4YF",10323
"2514","K81103","RG7 6NS",8448
"2515","K81605","RG2 7HE",31141
"2516","K81622","RG6 7RU",2705
"2517","K81633","RG2 9EH",10034
"2518","K81636","RG1 7XG",8491
"2519","K81638","RG40 1PH",3853
"2520","K81644","RG31 5PP",15751
"2521","K81651","RG1 5BS",14534
"2522","Y02476","RG1 7QA",11095
"2523","L81004","BS20 6AQ",19096
"2524","L81007","BS3 1AS",38844
"2525","L81008","BS11 9SB",11040
"2526","L81009","BS14 8PT",10379
"2527","L81012","BS6 5PT",21208
"2528","L81013","BS16 3TD",13144
"2529","L81014","BS36 2DE",14356
"2530","L81015","BS5 0UA",18059
"2531","L81016","BS23 1YA",10683
"2532","L81017","BS9 3AA",11167
"2533","L81018","BS35 1DP",8516
"2534","L81019","BS34 6BQ",16480
"2535","L81021","BS25 1AF",9993
"2536","L81022","BS7 9RR",17544
"2537","L81023","BS5 6SA",15527
"2538","L81024","BS37 4DQ",14596
"2539","L81026","BS16 5SG",27132
"2540","L81029","BS30 5QQ",9634
"2541","L81031","BS14 0SU",16560
"2542","L81033","BS4 4HU",15110
"2543","L81034","BS48 2XX",33101
"2544","L81036","BS34 5TF",9834
"2545","L81037","BS10 6SP",21377
"2546","L81038","BS5 7PD",13303
"2547","L81040","BS21 6DG",16147
"2548","L81041","BS13 0JP",6869
"2549","L81042","BS37 4AA",11958
"2550","L81044","BS23 4JP",11358
"2551","L81046","BS16 6UG",8616
"2552","L81047","BS37 4AX",14318
"2553","L81050","BS30 5JZ",7169
"2554","L81051","BS23 3HQ",21074
"2555","L81053","BS13 7JD",8495
"2556","L81054","BS13 8LD",11393
"2557","L81055","BS15 8NJ",11910
"2558","L81058","BS22 8AG",9275
"2559","L81061","BS5 9QY",10589
"2560","L81062","BS5 7PH",22985
"2561","L81063","BS15 4EJ",12747
"2562","L81066","BS24 7DX",11366
"2563","L81067","BS10 6DF",11131
"2564","L81075","BS16 2JD",26381
"2565","L81077","BS9 2HL",7415
"2566","L81078","BS7 8SA",21031
"2567","L81079","BS15 3HY",22192
"2568","L81081","BS8 3EU",18376
"2569","L81082","BS3 4AT",12372
"2570","L81083","BS13 0JP",7950
"2571","L81084","BS4 2QJ",11122
"2572","L81085","BS20 0DL",6661
"2573","L81086","BS40 5EL",45913
"2574","L81087","BS16 3TD",11870
"2575","L81089","BS2 0AN",10087
"2576","L81090","BS6 6DF",16901
"2577","L81091","BS8 2PU",16033
"2578","L81094","BS4 1WH",7050
"2579","L81095","BS4 1WH",6836
"2580","L81098","BS10 6AF",9739
"2581","L81103","BS35 2AT",8597
"2582","L81106","BS35 1DP",5424
"2583","L81117","BS35 4JF",4410
"2584","L81118","BS34 8UE",17930
"2585","L81120","BS4 4HU",9190
"2586","L81125","BS4 2DF",9113
"2587","L81127","BS32 4DS",5751
"2588","L81130","BS30 8HS",12044
"2589","L81131","BS9 4HT",10958
"2590","L81133","BS6 6AU",20779
"2591","L81600","BS20 7QA",9813
"2592","L81622","BS9 1JN",4752
"2593","L81632","BS16 7AL",11602
"2594","L81642","BS37 5UY",3945
"2595","L81643","BS22 6AJ",15778
"2596","L81649","BS32 9DS",18091
"2597","L81669","BS7 0UE",7763
"2598","L81670","BS23 3SJ",5567
"2599","Y00400","BS2 8HW",1
"2600","Y02578","BS1 3EA",11473
"2601","Y02873","BS2 8JP",48
"2602","M81062","B45 0EU",3576
"2603","M85001","B35 7QX",4712
"2604","M85005","B10 0JL",8175
"2605","M85006","B13 0HN",9883
"2606","M85007","B31 3HB",11413
"2607","M85008","B33 9EN",1977
"2608","M85011","B25 8AA",7524
"2609","M85013","B33 9EJ",3358
"2610","M85014","B24 8RD",3057
"2611","M85016","B44 0NN",5578
"2612","M85018","B14 4DU",9820
"2613","M85021","B13 8JS",3276
"2614","M85023","B29 5QD",9619
"2615","M85024","B10 0BS",6892
"2616","M85025","B15 1LZ",13366
"2617","M85026","B76 1QN",15346
"2618","M85027","B45 9BU",8247
"2619","M85028","B17 9DB",25337
"2620","M85029","B31 2GH",15413
"2621","M85030","B31 1QT",17294
"2622","M85031","B34 7BP",10881
"2623","M85033","B72 1RL",17257
"2624","M85034","B9 5PU",16966
"2625","M85035","B32 3SD",5446
"2626","M85037","B14 6AA",9397
"2627","M85041","B29 7DU",12515
"2628","M85042","B29 7NT",5129
"2629","M85043","B38 9TJ",4257
"2630","M85046","B75 6DX",53155
"2631","M85047","B31 2HZ",6014
"2632","M85048","B26 3TP",11241
"2633","M85051","B12 9LP",6383
"2634","M85053","B7 5PR",6128
"2635","M85055","B29 6JG",6804
"2636","M85056","B29 5HA",7514
"2637","M85058","B17 0HG",13875
"2638","M85060","B44 9ER",13008
"2639","M85061","B9 5PU",10785
"2640","M85062","B29 4HH",5428
"2641","M85063","B24 0SY",60716
"2642","M85065","B24 9JN",12430
"2643","M85066","B8 2JN",7448
"2644","M85070","B23 6DJ",13186
"2645","M85071","B38 8TE",8370
"2646","M85074","B13 9HD",8113
"2647","M85076","B31 5ER",7833
"2648","M85077","B30 1BY",9031
"2649","M85078","B11 4BW",11230
"2650","M85079","B35 6EE",9208
"2651","M85081","B23 5DD",9803
"2652","M85084","B12 0UF",6039
"2653","M85086","B31 4TU",10231
"2654","M85087","B44 0HL",11266
"2655","M85088","B16 9AL",16229
"2656","M85094","B25 8BY",2014
"2657","M85097","B26 3SE",2143
"2658","M85105","B27 7XZ",4437
"2659","M85107","B36 8LR",3083
"2660","M85108","B10 9QE",5807
"2661","M85110","B8 1RZ",11507
"2662","M85113","B34 6BP",6142
"2663","M85115","B23 5TJ",2140
"2664","M85116","B11 4AN",8758
"2665","M85117","B32 3PR",5765
"2666","M85118","B28 0RF",3481
"2667","M85123","B6 6JY",8309
"2668","M85128","B12 9LP",5126
"2669","M85134","B38 8AX",2954
"2670","M85136","B14 5SB",11055
"2671","M85139","B8 1JA",5428
"2672","M85141","B34 6RB",2964
"2673","M85142","B30 3QT",1561
"2674","M85143","B32 3LE",7350
"2675","M85146","B10 0AU",5309
"2676","M85149","B8 3QD",5636
"2677","M85153","B11 4RA",3064
"2678","M85154","B19 1HS",4387
"2679","M85155","B44 0UY",5537
"2680","M85156","B30 2SH",7282
"2681","M85158","B44 9HW",2126
"2682","M85167","B15 2QU",19990
"2683","M85170","B8 1RE",4612
"2684","M85171","B26 1AT",2674
"2685","M85172","B32 2TJ",12985
"2686","M85174","B11 1LU",4656
"2687","M85175","B72 1DL",10958
"2688","M85177","B27 7AL",6269
"2689","M85179","B14 5DJ",4703
"2690","M85600","B38 8QS",13351
"2691","M85624","B42 1TY",6509
"2692","M85642","B18 7AL",5615
"2693","M85669","B23 6DJ",4929
"2694","M85670","B8 1RT",3044
"2695","M85671","B30 2AA",2478
"2696","M85679","B10 9AB",5621
"2697","M85680","B8 3RZ",2191
"2698","M85686","B18 7AL",1628
"2699","M85693","B14 6AA",2466
"2700","M85694","B26 2SB",2991
"2701","M85699","B10 0UG",5443
"2702","M85701","B19 1TT",4195
"2703","M85706","B16 0HZ",12305
"2704","M85711","B17 8LG",2470
"2705","M85713","B12 0YA",4413
"2706","M85716","B23 6DJ",4692
"2707","M85717","B26 2TY",4131
"2708","M85722","B8 3HE",5529
"2709","M85730","B31 1TR",2784
"2710","M85732","B7 5BT",1977
"2711","M85733","B13 8QS",6409
"2712","M85735","B11 3ND",6028
"2713","M85736","B27 6QJ",5289
"2714","M85739","B8 1JA",5208
"2715","M85746","B33 0SA",5868
"2716","M85749","B10 0TU",2719
"2717","M85756","B11 4DG",2942
"2718","M85759","B7 5DT",6860
"2719","M85766","B12 9LP",3759
"2720","M85770","B26 3TT",2292
"2721","M85774","B11 4BW",6339
"2722","M85779","B44 0DX",2852
"2723","M85781","B9 5EG",3723
"2724","M85782","B29 7BL",2824
"2725","M85783","B12 9RR",5273
"2726","M85792","B44 8TU",2968
"2727","M85794","B11 1LU",2926
"2728","M85803","B8 2HB",10694
"2729","M88006","B66 3NR",11970
"2730","M88020","B17 8DP",13048
"2731","M89001","B36 9EJ",3423
"2732","M89002","B37 6BE",6298
"2733","M89003","B90 4DD",39938
"2734","M89005","B92 7JS",8042
"2735","M89007","B92 7SA",6050
"2736","M89008","B37 5BU",12864
"2737","M89009","B26 1PE",11272
"2738","M89010","B93 8LH",10840
"2739","M89012","B37 7WB",11479
"2740","M89013","B36 0SZ",6093
"2741","M89015","B90 3LX",11608
"2742","M89016","CV7 7RW",12851
"2743","M89017","B91 2AG",55715
"2744","M89019","B92 8ED",11410
"2745","M89021","B26 3JS",4066
"2746","M89024","B90 1NG",4113
"2747","M89026","B36 0HH",10930
"2748","M89027","B36 0SZ",7726
"2749","M89030","B93 0QA",5190
"2750","M89608","B92 0AH",3292
"2751","M91642","B43 7DY",1545
"2752","Y00159","B28 8BG",28420
"2753","Y01068","B8 1RZ",4661
"2754","Y02567","B36 8GH",5280
"2755","Y02571","B14 7AG",7050
"2756","Y02794","B8 3SW",11651
"2757","Y02893","B33 8TA",16799
"2758","Y03597","B8 3SW",6533
"2759","Y05826","B11 4BW",5948
"2760","B86001","LS27 9NB",2393
"2761","B86002","LS11 8LH",14709
"2762","B86003","LS12 3HD",16220
"2763","B86004","LS16 7RX",7972
"2764","B86005","LS11 5HT",5535
"2765","B86006","LS26 8SZ",15421
"2766","B86007","LS14 5JS",8562
"2767","B86008","LS17 5DT",19208
"2768","B86009","LS15 8BZ",8238
"2769","B86010","LS22 5BQ",9759
"2770","B86011","LS28 7QR",6952
"2771","B86012","LS11 8LH",18425
"2772","B86013","LS17 6PZ",21816
"2773","B86014","LS28 7DE",13356
"2774","B86015","LS13 2UP",14158
"2775","B86016","LS9 9EF",17707
"2776","B86017","LS6 2RX",16077
"2777","B86018","LS28 7XP",7634
"2778","B86019","LS7 3DR",9354
"2779","B86020","WF3 3SA",11191
"2780","B86022","LS8 3BZ",13843
"2781","B86024","LS12 1HU",9026
"2782","B86025","LS6 1SG",10861
"2783","B86028","LS27 9EW",4894
"2784","B86029","LS21 3HD",5618
"2785","B86030","LS6 2AF",11794
"2786","B86032","LS21 1BQ",19077
"2787","B86033","LS22 6RT",11927
"2788","B86034","LS23 6PY",6661
"2789","B86035","LS10 2PT",9449
"2790","B86036","LS25 7JN",11469
"2791","B86038","LS19 7PS",12232
"2792","B86039","LS7 4LF",9948
"2793","B86041","LS5 3QT",7386
"2794","B86042","LS10 3NB",14847
"2795","B86043","LS9 9JD",8889
"2796","B86044","LS16 6FR",26565
"2797","B86048","LS25 1HB",13939
"2798","B86049","LS6 2SF",9262
"2799","B86050","LS28 5DL",20123
"2800","B86051","LS19 7JN",14329
"2801","B86052","LS20 8AR",10920
"2802","B86054","LS9 9EF",6262
"2803","B86055","LS15 8BA",6485
"2804","B86056","LS17 8AE",4346
"2805","B86057","LS27 9NB",17858
"2806","B86058","LS28 6DR",4138
"2807","B86059","LS6 4JN",15286
"2808","B86060","LS12 1JE",9754
"2809","B86061","LS8 4HQ",4487
"2810","B86062","LS14 6DX",8518
"2811","B86064","WF3 1RQ",16247
"2812","B86066","LS8 1AY",13802
"2813","B86067","LS27 9EN",15172
"2814","B86068","LS5 3JN",7800
"2815","B86069","LS4 2EL",12849
"2816","B86070","LS19 7JN",4346
"2817","B86071","LS12 5SG",8776
"2818","B86075","LS15 9JH",12862
"2819","B86081","LS9 6AU",14310
"2820","B86086","LS6 3DS",7303
"2821","B86089","WF10 2DP",5971
"2822","B86092","LS25 7AB",6491
"2823","B86093","LS14 1HX",5607
"2824","B86094","LS28 9AP",4816
"2825","B86096","LS10 2JJ",5472
"2826","B86100","LS7 4HZ",7357
"2827","B86101","LS27 7HL",3460
"2828","B86103","LS8 5DE",3537
"2829","B86104","LS13 2BL",14707
"2830","B86106","LS14 6GG",7126
"2831","B86108","LS7 4BB",5575
"2832","B86109","LS6 3DS",7147
"2833","B86110","LS2 9AE",44802
"2834","B86623","LS8 5BS",4912
"2835","B86625","LS22 6JS",4091
"2836","B86642","LS10 2PE",2911
"2837","B86643","LS8 5AN",3517
"2838","B86648","LS15 8NN",2240
"2839","B86654","LS8 4AA",5055
"2840","B86655","LS13 4JH",1806
"2841","B86658","LS25 1AN",10256
"2842","B86666","LS7 3JT",4891
"2843","B86667","LS11 8PN",7480
"2844","B86669","LS9 8AA",2277
"2845","B86672","LS12 5SG",6179
"2846","B86673","LS23 6RN",3389
"2847","B86675","LS9 7TA",4497
"2848","B86678","BD11 1JU",2707
"2849","Y00848","LS10 4UZ",42
"2850","Y02002","LS1 8TL",14701
"2851","Y02494","LS9 7TA",6652
"2852","C81001","S43 4PL",10984
"2853","C81002","S21 4BZ",12358
"2854","C81003","SK22 4BP",10427
"2855","C81004","DE5 3TH",10518
"2856","C81005","DE55 1LU",16778
"2857","C81006","DE1 1TH",20439
"2858","C81007","DE1 1FW",10529
"2859","C81008","S45 9NR",9680
"2860","C81009","DE1 1PG",15305
"2861","C81010","NG10 1QQ",12584
"2862","C81012","S40 2AB",15459
"2863","C81013","DE45 1SP",4795
"2864","C81014","DE21 6AT",11360
"2865","C81015","S41 8DU",11524
"2866","C81016","DE45 1ED",9012
"2867","C81017","DE7 6AX",9009
"2868","C81020","DE11 0HU",10420
"2869","C81021","DE7 8ES",15266
"2870","C81022","DE7 5PZ",3576
"2871","C81023","NG10 1RY",8396
"2872","C81025","S18 1PY",10292
"2873","C81026","NG10 5HZ",6972
"2874","C81027","DE55 4JJ",7552
"2875","C81028","DE4 3NL",7633
"2876","C81029","DE55 5PS",17075
"2877","C81030","DE4 2EU",8438
"2878","C81031","DE75 7DX",8844
"2879","C81032","DE11 0PP",14106
"2880","C81033","NG20 8DG",16038
"2881","C81034","SK17 6JP",9754
"2882","C81035","DE23 8AL",11131
"2883","C81036","DE1 1DZ",4683
"2884","C81037","DE6 1DR",9163
"2885","C81038","DE56 0JB",12523
"2886","C81039","S32 5QH",3441
"2887","C81040","DE22 2DS",6990
"2888","C81041","S44 6DF",11345
"2889","C81042","DE3 0HA",12179
"2890","C81044","S41 8NA",8026
"2891","C81045","S40 4AA",13579
"2892","C81046","DE7 6GR",4666
"2893","C81047","DE24 0GE",10912
"2894","C81048","DE56 4GG",11110
"2895","C81049","DE75 7HA",9798
"2896","C81050","DE55 2AA",9497
"2897","C81051","DE21 6LA",29244
"2898","C81052","DE75 7AL",7440
"2899","C81053","DE55 7AH",10348
"2900","C81054","DE23 3TX",22158
"2901","C81055","S42 5ND",3935
"2902","C81056","S45 9NG",6314
"2903","C81057","DE65 6QT",9577
"2904","C81058","S43 1JG",8371
"2905","C81059","DE5 3HR",5650
"2906","C81060","DE11 7JE",10280
"2907","C81061","DE7 5PR",15222
"2908","C81062","DE4 4JG",8902
"2909","C81063","SK23 0RH",9353
"2910","C81064","DE22 2QN",12512
"2911","C81065","SK17 9BZ",7995
"2912","C81066","DE72 3HG",10990
"2913","C81067","S40 3PY",9249
"2914","C81068","DE21 7RJ",13051
"2915","C81069","DE56 1AY",13257
"2916","C81070","S18 2EJ",4356
"2917","C81071","DE23 8JX",15266
"2918","C81072","DE23 8RJ",28909
"2919","C81073","DE1 1JX",11156
"2920","C81074","SK17 9AY",7687
"2921","C81075","DE6 3BX",5993
"2922","C81080","SK23 7SR",8559
"2923","C81082","SK17 0AQ",3065
"2924","C81083","NG10 1RY",11163
"2925","C81084","S40 1LE",20285
"2926","C81086","DE6 1RR",8140
"2927","C81087","DE24 0RY",11097
"2928","C81089","S18 8QY",5524
"2929","C81090","DE7 5PZ",3692
"2930","C81091","S21 1DX",8847
"2931","C81092","S33 6RJ",5783
"2932","C81094","DE4 5PB",7730
"2933","C81095","S21 3TY",4876
"2934","C81096","S80 4DY",5488
"2935","C81097","NG10 4NP",6253
"2936","C81099","DE55 7DW",7800
"2937","C81101","DE4 3FD",8308
"2938","C81108","DE73 8EF",15525
"2939","C81110","DE65 5GZ",11046
"2940","C81113","DE3 9BJ",6118
"2941","C81114","DE11 9JT",12610
"2942","C81115","DE7 5QS",4998
"2943","C81118","DE23 6QQ",8099
"2944","C81604","DE7 5AN",3892
"2945","C81611","S45 0BA",2370
"2946","C81616","DE23 8NQ",5136
"2947","C81634","SK22 4AQ",4259
"2948","C81638","S44 6PP",3658
"2949","C81642","NG10 3RJ",5251
"2950","C81647","S42 5LH",4386
"2951","C81649","S43 1DD",7445
"2952","C81652","DE1 3AZ",4622
"2953","C81653","DE22 1FT",4184
"2954","C81655","S44 6DE",3461
"2955","C81658","S42 6PX",6442
"2956","C81661","DE55 5JJ",2739
"2957","C81662","S43 4TY",7838
"2958","Y01812","DE11 0AE",9935
"2959","Y02442","DE23 8RJ",4526
"2960","Y04977","S80 4HA",5294
"2961","Y04995","S40 2HP",19492
"2962","Y05286","DE73 6SW",15655
"2963","Y05733","DE24 8QJ",6679
"2964","L83002","EX14 2NY",17582
"2965","L83003","EX32 8HY",9706
"2966","L83004","TQ12 3HN",11424
"2967","L83005","EX7 9QH",14699
"2968","L83006","PL5 1PL",37073
"2969","L83007","EX12 2DU",8719
"2970","L83008","PL5 3BP",18642
"2971","L83010","TQ13 7AP",6739
"2972","L83011","EX9 6LS",8436
"2973","L83012","EX22 7SY",2976
"2974","L83013","TQ1 3SL",16048
"2975","L83014","TQ4 5LA",21847
"2976","L83015","PL5 3PY",7456
"2977","L83016","EX4 1HJ",41795
"2978","L83018","PL4 9BL",11335
"2979","L83019","PL6 8UF",9553
"2980","L83020","EX13 5AG",12366
"2981","L83021","PL9 9DL",10195
"2982","L83023","EX16 8EZ",5421
"2983","L83024","EX1 1SR",8165
"2984","L83025","EX18 7DL",7158
"2985","L83026","EX38 8EL",5231
"2986","L83027","TQ2 5UA",8147
"2987","L83028","PL2 3HY",11388
"2988","L83029","TQ1 3HD",8029
"2989","L83030","PL1 5BZ",8483
"2990","L83031","TQ12 5DJ",11571
"2991","L83034","TQ12 1GJ",10284
"2992","L83035","EX32 9LL",16130
"2993","L83036","EX3 0EN",11306
"2994","L83038","PL19 9FD",12938
"2995","L83039","PL6 6DX",5954
"2996","L83040","EX1 3SY",14678
"2997","L83041","EX6 8DF",9049
"2998","L83042","EX1 1SB",9291
"2999","L83043","TQ9 5JA",15360
"3000","L83044","EX15 3SF",7982
"3001","L83045","TQ13 9QP",14742
"3002","L83046","TQ12 2HH",9149
"3003","L83048","PL6 6PH",11313
"3004","L83049","TQ13 8LW",3321
"3005","L83050","EX39 1AZ",12718
"3006","L83051","TQ12 2AS",10378
"3007","L83052","EX16 6NP",14174
"3008","L83053","EX8 2JF",12259
"3009","L83054","EX12 2RY",5735
"3010","L83055","TQ5 9TF",14041
"3011","L83056","EX8 2JF",11330
"3012","L83057","EX31 2PG",7527
"3013","L83058","EX1 1RX",8401
"3014","L83059","TQ7 1AE",10270
"3015","L83064","PL9 9BN",12561
"3016","L83066","EX4 7BW",17107
"3017","L83067","EX10 9YA",14451
"3018","L83068","EX35 6HA",2478
"3019","L83069","EX22 6GH",15181
"3020","L83070","TQ11 0DE",4885
"3021","L83071","PL3 4DP",7970
"3022","L83072","PL4 9BH",11665
"3023","L83073","EX32 8GP",18394
"3024","L83075","TQ10 9HT",5822
"3025","L83076","PL4 0BZ",9540
"3026","L83077","EX1 2RX",7925
"3027","L83079","EX2 8UP",7858
"3028","L83081","PL8 2EA",6477
"3029","L83082","TQ13 8BW",3134
"3030","L83083","EX39 3AF",15674
"3031","L83084","EX1 2RX",7737
"3032","L83085","EX16 6NJ",17210
"3033","L83086","PL21 0QL",4813
"3034","L83087","EX20 1AY",14643
"3035","L83088","TQ8 8DJ",4964
"3036","L83089","PL5 3JB",13274
"3037","L83092","EX15 1FE",16020
"3038","L83094","TQ6 9RT",7987
"3039","L83095","EX11 1EQ",16787
"3040","L83096","EX34 8EG",18622
"3041","L83097","EX33 1LR",12691
"3042","L83098","EX6 6JA",5290
"3043","L83099","EX1 2DW",5573
"3044","L83100","PL7 1AD",42818
"3045","L83101","PL19 8BU",14843
"3046","L83102","PL20 6AS",7594
"3047","L83103","TQ4 5AH",16192
"3048","L83105","EX38 8EU",6827
"3049","L83106","EX39 4AU",9034
"3050","L83111","TQ1 3LA",13857
"3051","L83112","PL1 3BS",5351
"3052","L83113","PL5 4DU",7759
"3053","L83115","EX4 8EG",4427
"3054","L83116","EX5 1NZ",4675
"3055","L83118","TQ2 6HW",19402
"3056","L83120","TQ14 8AY",17778
"3057","L83127","EX17 2AR",16509
"3058","L83128","EX15 1TZ",7338
"3059","L83129","EX39 6BL",2854
"3060","L83131","TQ3 2EZ",26088
"3061","L83134","EX5 4HZ",3692
"3062","L83136","EX8 1DQ",5914
"3063","L83137","EX36 3BZ",12318
"3064","L83143","EX1 3EN",4324
"3065","L83146","TQ9 5WB",4032
"3066","L83147","PL4 7DL",12665
"3067","L83148","TQ7 2LB",3765
"3068","L83607","TQ3 3TB",5125
"3069","L83616","EX16 7BJ",2200
"3070","L83624","PL1 4JZ",7778
"3071","L83627","EX8 5NH",4007
"3072","L83628","EX8 1DQ",5377
"3073","L83639","PL9 0BE",2770
"3074","L83646","PL2 1JR",7982
"3075","L83648","PL2 3PR",22578
"3076","L83651","PL1 3JF",4147
"3077","L83655","EX2 6NF",6516
"3078","L83657","TQ14 8AB",4907
"3079","L83663","EX21 5QE",3065
"3080","L83666","TQ12 4HG",3813
"3081","L83673","EX4 6PD",555
"3082","Y00568","EX4 2BH",3507
"3083","Y02633","EX17 6FB",5617
"3084","Y04662","EX5 7DR",4041
"3085","A81001","TS18 1HU",4048
"3086","A81002","TS18 2AW",18589
"3087","A81004","TS5 8SB",11060
"3088","A81005","TS14 7DJ",8111
"3089","A81006","TS18 2AT",14549
"3090","A81007","TS24 7PW",9921
"3091","A81009","TS5 6HF",8330
"3092","A81011","TS24 7PW",11608
"3093","A81012","TS3 6AL",5213
"3094","A81013","TS12 2FF",7040
"3095","A81014","TS23 2LA",4071
"3096","A81016","TS1 3QY",10663
"3097","A81017","TS17 0EE",18918
"3098","A81018","TS10 4NW",10094
"3099","A81019","TS3 7RL",9051
"3100","A81020","TS4 3BU",8077
"3101","A81021","TS6 6TD",13551
"3102","A81022","TS12 2TG",9720
"3103","A81023","TS1 2NX",8468
"3104","A81025","TS18 1HU",4220
"3105","A81026","TS5 6HA",19936
"3106","A81027","TS15 9DD",15743
"3107","A81029","TS1 2NX",7031
"3108","A81030","TS1 3RY",14517
